                       trigger     Log(Pbol[0.001,20000]Kev)     Log(Sbol[0.001,20000]Kev)                      Log(Epk)                  Log(EPR1024)                      Log(EFR)                  Log(FPR1024)                      Log(T90)
                          2628                 -0.552181E+01                 -0.522821E+01                  0.214400E+01                  0.766581E+01                  0.737221E+01                  0.293600E+00                  0.769970E+00
                          6528                 -0.572016E+01                 -0.510906E+01                  0.220400E+01                  0.792416E+01                  0.731306E+01                  0.611100E+00                  0.119535E+01
                          2102                 -0.614032E+01                 -0.546682E+01                  0.202100E+01                  0.816132E+01                  0.748782E+01                  0.673500E+00                  0.106145E+01
                          6190                 -0.645163E+01                 -0.518793E+01                  0.216200E+01                  0.861363E+01                  0.734993E+01                  0.126370E+01                  0.163679E+01
                          1221                 -0.635809E+01                 -0.601259E+01                  0.173100E+01                  0.808909E+01                  0.774359E+01                  0.345500E+00                  0.783900E+00
                          3905                 -0.565140E+01                 -0.479100E+01                  0.235900E+01                  0.801040E+01                  0.715000E+01                  0.860400E+00                  0.138489E+01
                          3929                 -0.564258E+01                 -0.448518E+01                  0.250900E+01                  0.815158E+01                  0.699418E+01                  0.115740E+01                  0.145545E+01
                          3028                 -0.656586E+01                 -0.632944E+01                  0.155500E+01                  0.812086E+01                  0.788444E+01                  0.236420E+00                  0.631950E+00
                          3119                 -0.646601E+01                 -0.499091E+01                  0.225900E+01                  0.872501E+01                  0.724991E+01                  0.147510E+01                  0.155121E+01
                           577                 -0.647429E+01                 -0.538679E+01                  0.205900E+01                  0.853329E+01                  0.744579E+01                  0.108750E+01                  0.225479E+01
                          6115                 -0.572031E+01                 -0.396051E+01                  0.275800E+01                  0.847831E+01                  0.671851E+01                  0.175980E+01                  0.208814E+01
                          5565                 -0.642371E+01                 -0.618699E+01                  0.163100E+01                  0.805471E+01                  0.781799E+01                  0.236720E+00                  0.110823E+01
                          6102                 -0.674175E+01                 -0.569675E+01                  0.189500E+01                  0.863675E+01                  0.759175E+01                  0.104500E+01                  0.178161E+01
                          7615                 -0.666911E+01                 -0.584631E+01                  0.181500E+01                  0.848411E+01                  0.766131E+01                  0.822800E+00                  0.142635E+01
                          1540                 -0.649925E+01                 -0.553175E+01                  0.198000E+01                  0.847925E+01                  0.751175E+01                  0.967500E+00                  0.174367E+01
                           680                 -0.639636E+01                 -0.592806E+01                  0.177000E+01                  0.816636E+01                  0.769806E+01                  0.468300E+00                  0.103902E+01
                          2197                 -0.633645E+01                 -0.524733E+01                  0.212500E+01                  0.846145E+01                  0.737233E+01                  0.108912E+01                  0.160141E+01
                          3407                 -0.613875E+01                 -0.503195E+01                  0.223300E+01                  0.837175E+01                  0.726495E+01                  0.110680E+01                  0.196076E+01
                          2188                 -0.645896E+01                 -0.520486E+01                  0.214600E+01                  0.860496E+01                  0.735086E+01                  0.125410E+01                  0.187140E+01
                           540                 -0.644771E+01                 -0.627670E+01                  0.157600E+01                  0.802371E+01                  0.785270E+01                  0.171010E+00                  0.150515E+01
                          7648                 -0.612640E+01                 -0.509820E+01                  0.219900E+01                  0.832540E+01                  0.729720E+01                  0.102820E+01                  0.149996E+01
                          3166                 -0.657403E+01                 -0.586873E+01                  0.179900E+01                  0.837303E+01                  0.766773E+01                  0.705300E+00                  0.740680E+00
                          3129                 -0.656522E+01                 -0.569642E+01                  0.188900E+01                  0.845422E+01                  0.758542E+01                  0.868800E+00                  0.130384E+01
                          1614                 -0.645596E+01                 -0.520456E+01                  0.214200E+01                  0.859796E+01                  0.734656E+01                  0.125140E+01                  0.233244E+01
                           160                 -0.588876E+01                 -0.517706E+01                  0.215600E+01                  0.804476E+01                  0.733306E+01                  0.711700E+00                  0.123096E+01
                          1711                 -0.499564E+01                 -0.447864E+01                  0.250200E+01                  0.749764E+01                  0.698064E+01                  0.517000E+00                  0.774660E+00
                          6578                 -0.649674E+01                 -0.545344E+01                  0.201400E+01                  0.851074E+01                  0.746744E+01                  0.104330E+01                  0.183474E+01
                           133                 -0.651122E+01                 -0.510442E+01                  0.218900E+01                  0.870022E+01                  0.729342E+01                  0.140680E+01                  0.226007E+01
                          6619                 -0.637148E+01                 -0.507529E+01                  0.220300E+01                  0.857448E+01                  0.727829E+01                  0.129619E+01                  0.155594E+01
                          7481                 -0.621422E+01                 -0.567132E+01                  0.189700E+01                  0.811122E+01                  0.756832E+01                  0.542900E+00                  0.126102E+01
                          1440                 -0.523116E+01                 -0.469016E+01                  0.239200E+01                  0.762316E+01                  0.708216E+01                  0.541000E+00                  0.138703E+01
                          3003                 -0.564996E+01                 -0.409546E+01                  0.267900E+01                  0.832896E+01                  0.677446E+01                  0.155450E+01                  0.157553E+01
                          2709                 -0.598848E+01                 -0.499058E+01                  0.224200E+01                  0.823048E+01                  0.723258E+01                  0.997900E+00                  0.126717E+01
                          3901                 -0.675274E+01                 -0.568614E+01                  0.188500E+01                  0.863774E+01                  0.757114E+01                  0.106660E+01                  0.163869E+01
                          5540                 -0.645669E+01                 -0.516679E+01                  0.215200E+01                  0.860869E+01                  0.731879E+01                  0.128990E+01                  0.188519E+01
                           398                 -0.610780E+01                 -0.508920E+01                  0.219000E+01                  0.829780E+01                  0.727920E+01                  0.101860E+01                  0.140824E+01
                           795                 -0.631997E+01                 -0.530208E+01                  0.208200E+01                  0.840197E+01                  0.738408E+01                  0.101789E+01                  0.176664E+01
                          5593                 -0.571483E+01                 -0.505313E+01                  0.220800E+01                  0.792283E+01                  0.726113E+01                  0.661700E+00                  0.188321E+01
                          3102                 -0.632414E+01                 -0.489462E+01                  0.228700E+01                  0.861114E+01                  0.718162E+01                  0.142952E+01                  0.156891E+01
                           869                 -0.574610E+01                 -0.458530E+01                  0.243900E+01                  0.818510E+01                  0.702430E+01                  0.116080E+01                  0.204336E+01
                          6531                 -0.649612E+01                 -0.535622E+01                  0.205400E+01                  0.855012E+01                  0.741022E+01                  0.113990E+01                  0.120575E+01
                          2663                 -0.664306E+01                 -0.562956E+01                  0.191200E+01                  0.855506E+01                  0.754156E+01                  0.101350E+01                  0.108707E+01
                          5601                 -0.558616E+01                 -0.469396E+01                  0.238500E+01                  0.797116E+01                  0.707896E+01                  0.892200E+00                  0.128914E+01
                          8111                 -0.566997E+01                 -0.488437E+01                  0.229100E+01                  0.796097E+01                  0.717537E+01                  0.785600E+00                  0.116406E+01
                          5429                 -0.598835E+01                 -0.470055E+01                  0.238100E+01                  0.836935E+01                  0.708155E+01                  0.128780E+01                  0.230146E+01
                          5490                 -0.648811E+01                 -0.573781E+01                  0.185400E+01                  0.834211E+01                  0.759181E+01                  0.750300E+00                  0.126411E+01
                          3120                 -0.632467E+01                 -0.556627E+01                  0.194400E+01                  0.826867E+01                  0.751027E+01                  0.758400E+00                  0.127531E+01
                          7942                 -0.646565E+01                 -0.584345E+01                  0.179700E+01                  0.826265E+01                  0.764045E+01                  0.622200E+00                  0.153212E+01
                          3159                 -0.638281E+01                 -0.587915E+01                  0.177700E+01                  0.815981E+01                  0.765615E+01                  0.503660E+00                  0.126102E+01
                          7446                 -0.538864E+01                 -0.515224E+01                  0.215500E+01                  0.754364E+01                  0.730724E+01                  0.236400E+00                  0.113258E+01
                          3347                 -0.655023E+01                 -0.510013E+01                  0.218100E+01                  0.873123E+01                  0.728113E+01                  0.145010E+01                  0.178689E+01
                          7750                 -0.616498E+01                 -0.571258E+01                  0.186500E+01                  0.802998E+01                  0.757758E+01                  0.452400E+00                  0.156656E+01
                          7295                 -0.569176E+01                 -0.450686E+01                  0.247300E+01                  0.816476E+01                  0.697986E+01                  0.118490E+01                  0.186800E+01
                          2919                 -0.546003E+01                 -0.445013E+01                  0.250100E+01                  0.796103E+01                  0.695113E+01                  0.100990E+01                  0.130792E+01
                          2994                 -0.497975E+01                 -0.379575E+01                  0.281100E+01                  0.779075E+01                  0.660675E+01                  0.118400E+01                  0.168646E+01
                          2244                 -0.674003E+01                 -0.535433E+01                  0.204900E+01                  0.878903E+01                  0.740333E+01                  0.138570E+01                  0.241797E+01
                          1561                 -0.646229E+01                 -0.561669E+01                  0.191100E+01                  0.837329E+01                  0.752769E+01                  0.845600E+00                  0.135526E+01
                          7319                 -0.586212E+01                 -0.483592E+01                  0.230800E+01                  0.817012E+01                  0.714392E+01                  0.102620E+01                  0.169601E+01
                          6083                 -0.614736E+01                 -0.552576E+01                  0.195500E+01                  0.810236E+01                  0.748076E+01                  0.621600E+00                  0.133122E+01
                          2665                 -0.602725E+01                 -0.507185E+01                  0.218700E+01                  0.821425E+01                  0.725885E+01                  0.955400E+00                  0.148558E+01
                          7831                 -0.638939E+01                 -0.470759E+01                  0.236800E+01                  0.875739E+01                  0.707559E+01                  0.168180E+01                  0.185926E+01
                          7207                 -0.612454E+01                 -0.529294E+01                  0.207400E+01                  0.819854E+01                  0.736694E+01                  0.831600E+00                  0.138364E+01
                          5539                 -0.616952E+01                 -0.564982E+01                  0.188800E+01                  0.805752E+01                  0.753782E+01                  0.519700E+00                  0.189109E+01
                          7247                 -0.539345E+01                 -0.354475E+01                  0.292000E+01                  0.831345E+01                  0.646475E+01                  0.184870E+01                  0.225696E+01
                          7795                 -0.649391E+01                 -0.571301E+01                  0.185400E+01                  0.834791E+01                  0.756701E+01                  0.780900E+00                  0.207918E+01
                          6592                 -0.645487E+01                 -0.533177E+01                  0.205100E+01                  0.850587E+01                  0.738277E+01                  0.112310E+01                  0.140926E+01
                          1653                 -0.662976E+01                 -0.547596E+01                  0.197700E+01                  0.860676E+01                  0.745296E+01                  0.115380E+01                  0.179831E+01
                          5387                 -0.622551E+01                 -0.529765E+01                  0.206700E+01                  0.829251E+01                  0.736465E+01                  0.927860E+00                  0.163548E+01
                          2219                 -0.625198E+01                 -0.559606E+01                  0.191200E+01                  0.816398E+01                  0.750806E+01                  0.655920E+00                  0.104922E+01
                          5624                 -0.602602E+01                 -0.443192E+01                  0.249400E+01                  0.852002E+01                  0.692592E+01                  0.159410E+01                  0.206633E+01
                          8087                 -0.533912E+01                 -0.388312E+01                  0.275700E+01                  0.809612E+01                  0.664012E+01                  0.145600E+01                  0.221590E+01
                          6369                 -0.657058E+01                 -0.544538E+01                  0.198700E+01                  0.855758E+01                  0.743238E+01                  0.112520E+01                  0.146702E+01
                          2586                 -0.546827E+01                 -0.469987E+01                  0.236200E+01                  0.783027E+01                  0.706187E+01                  0.768400E+00                  0.110924E+01
                          6321                 -0.573001E+01                 -0.519941E+01                  0.211100E+01                  0.784101E+01                  0.731041E+01                  0.530600E+00                  0.135392E+01
                          2945                 -0.628088E+01                 -0.585996E+01                  0.176500E+01                  0.804588E+01                  0.762496E+01                  0.420920E+00                  0.530460E+00
                          3356                 -0.610194E+01                 -0.564184E+01                  0.188000E+01                  0.798194E+01                  0.752184E+01                  0.460100E+00                  0.774660E+00
                          3001                 -0.580677E+01                 -0.507517E+01                  0.217100E+01                  0.797777E+01                  0.724617E+01                  0.731600E+00                  0.147276E+01
                          5493                 -0.654023E+01                 -0.505513E+01                  0.218100E+01                  0.872123E+01                  0.723613E+01                  0.148510E+01                  0.185089E+01
                          3134                 -0.661158E+01                 -0.558598E+01                  0.190800E+01                  0.851958E+01                  0.749398E+01                  0.102560E+01                  0.112937E+01
                          5563                 -0.514989E+01                 -0.499689E+01                  0.220900E+01                  0.735889E+01                  0.720589E+01                  0.153000E+00                  0.689310E+00
                          6533                 -0.596579E+01                 -0.476489E+01                  0.232300E+01                  0.828879E+01                  0.708789E+01                  0.120090E+01                  0.149457E+01
                          6564                 -0.618810E+01                 -0.524730E+01                  0.208000E+01                  0.826810E+01                  0.732730E+01                  0.940800E+00                  0.148742E+01
                          6642                 -0.599360E+01                 -0.441440E+01                  0.249300E+01                  0.848660E+01                  0.690740E+01                  0.157920E+01                  0.202119E+01
                          5473                 -0.572360E+01                 -0.443710E+01                  0.248100E+01                  0.820460E+01                  0.691810E+01                  0.128650E+01                  0.190655E+01
                          6830                 -0.642931E+01                 -0.565501E+01                  0.186700E+01                  0.829631E+01                  0.752201E+01                  0.774300E+00                  0.145255E+01
                          6598                 -0.625598E+01                 -0.527065E+01                  0.206700E+01                  0.832298E+01                  0.733765E+01                  0.985330E+00                  0.124229E+01
                          6322                 -0.600637E+01                 -0.569037E+01                  0.184700E+01                  0.785337E+01                  0.753737E+01                  0.316000E+00                  0.686990E+00
                           222                 -0.581508E+01                 -0.501088E+01                  0.219600E+01                  0.801108E+01                  0.720688E+01                  0.804200E+00                  0.186386E+01
                          2528                 -0.669491E+01                 -0.592951E+01                  0.171600E+01                  0.841091E+01                  0.764551E+01                  0.765400E+00                  0.179183E+01
                          7167                 -0.647031E+01                 -0.568251E+01                  0.184800E+01                  0.831831E+01                  0.753051E+01                  0.787800E+00                  0.171357E+01
                          2863                 -0.597674E+01                 -0.451674E+01                  0.243800E+01                  0.841474E+01                  0.695474E+01                  0.146000E+01                  0.162961E+01
                          3637                 -0.590944E+01                 -0.524694E+01                  0.207400E+01                  0.798344E+01                  0.732094E+01                  0.662500E+00                  0.111992E+01
                          1956                 -0.592164E+01                 -0.512474E+01                  0.213500E+01                  0.805664E+01                  0.725974E+01                  0.796900E+00                  0.114675E+01
                          7994                 -0.549935E+01                 -0.438215E+01                  0.250300E+01                  0.800235E+01                  0.688515E+01                  0.111720E+01                  0.141797E+01
                          1646                 -0.662155E+01                 -0.557845E+01                  0.190100E+01                  0.852255E+01                  0.747945E+01                  0.104310E+01                  0.211059E+01
                          2634                 -0.623369E+01                 -0.492091E+01                  0.223700E+01                  0.847069E+01                  0.715791E+01                  0.131278E+01                  0.176834E+01
                          3514                 -0.642996E+01                 -0.483836E+01                  0.227800E+01                  0.870796E+01                  0.711636E+01                  0.159160E+01                  0.194871E+01
                          1406                 -0.603023E+01                 -0.485503E+01                  0.226900E+01                  0.829923E+01                  0.712403E+01                  0.117520E+01                  0.130038E+01
                          1885                 -0.650769E+01                 -0.532849E+01                  0.202900E+01                  0.853669E+01                  0.735749E+01                  0.117920E+01                  0.178979E+01
                          7170                 -0.493280E+01                 -0.364180E+01                  0.285200E+01                  0.778480E+01                  0.649380E+01                  0.129100E+01                  0.199817E+01
                          2074                 -0.618200E+01                 -0.481100E+01                  0.228900E+01                  0.847100E+01                  0.710000E+01                  0.137100E+01                  0.192210E+01
                          3307                 -0.636396E+01                 -0.528830E+01                  0.204800E+01                  0.841196E+01                  0.733630E+01                  0.107566E+01                  0.163327E+01
                          6892                 -0.598240E+01                 -0.454740E+01                  0.241800E+01                  0.840040E+01                  0.696540E+01                  0.143500E+01                  0.203503E+01
                          6601                 -0.614070E+01                 -0.514510E+01                  0.212000E+01                  0.826070E+01                  0.726510E+01                  0.995600E+00                  0.243040E+01
                           676                 -0.553908E+01                 -0.422938E+01                  0.257100E+01                  0.811008E+01                  0.680038E+01                  0.130970E+01                  0.189109E+01
                          7323                 -0.660748E+01                 -0.495618E+01                  0.221200E+01                  0.881948E+01                  0.716818E+01                  0.165130E+01                  0.203262E+01
                          2213                 -0.566648E+01                 -0.489558E+01                  0.224200E+01                  0.790848E+01                  0.713758E+01                  0.770900E+00                  0.179162E+01
                          6351                 -0.649131E+01                 -0.520151E+01                  0.208700E+01                  0.857831E+01                  0.728851E+01                  0.128980E+01                  0.155751E+01
                          1815                 -0.572746E+01                 -0.481576E+01                  0.228000E+01                  0.800746E+01                  0.709576E+01                  0.911700E+00                  0.129623E+01
                          3618                 -0.586516E+01                 -0.460536E+01                  0.238400E+01                  0.824916E+01                  0.698936E+01                  0.125980E+01                  0.195511E+01
                          2636                 -0.654354E+01                 -0.570044E+01                  0.182600E+01                  0.836954E+01                  0.752644E+01                  0.843100E+00                  0.149554E+01
                          2681                 -0.613705E+01                 -0.500085E+01                  0.218700E+01                  0.832405E+01                  0.718785E+01                  0.113620E+01                  0.174398E+01
                          2315                 -0.608367E+01                 -0.502797E+01                  0.217200E+01                  0.825567E+01                  0.719997E+01                  0.105570E+01                  0.128623E+01
                          3649                 -0.568487E+01                 -0.485847E+01                  0.225700E+01                  0.794187E+01                  0.711547E+01                  0.826400E+00                  0.142325E+01
                          2190                 -0.609330E+01                 -0.483990E+01                  0.226600E+01                  0.835930E+01                  0.710590E+01                  0.125340E+01                  0.213322E+01
                          6566                 -0.642189E+01                 -0.484119E+01                  0.226500E+01                  0.868689E+01                  0.710619E+01                  0.158070E+01                  0.194260E+01
                          2608                 -0.655910E+01                 -0.589480E+01                  0.171900E+01                  0.827810E+01                  0.761380E+01                  0.664300E+00                  0.146938E+01
                          7487                 -0.628217E+01                 -0.572866E+01                  0.180900E+01                  0.809117E+01                  0.753766E+01                  0.553510E+00                  0.117173E+01
                          2447                 -0.664677E+01                 -0.532167E+01                  0.202200E+01                  0.866877E+01                  0.734367E+01                  0.132510E+01                  0.180814E+01
                          5415                 -0.618824E+01                 -0.530864E+01                  0.202800E+01                  0.821624E+01                  0.733664E+01                  0.879600E+00                  0.141263E+01
                           211                 -0.664041E+01                 -0.566241E+01                  0.184300E+01                  0.848341E+01                  0.750541E+01                  0.978000E+00                  0.246642E+01
                          3193                 -0.652724E+01                 -0.525574E+01                  0.205500E+01                  0.858224E+01                  0.731074E+01                  0.127150E+01                  0.180659E+01
                          3879                 -0.618020E+01                 -0.547270E+01                  0.194200E+01                  0.812220E+01                  0.741470E+01                  0.707500E+00                  0.148968E+01
                          7654                 -0.640966E+01                 -0.505306E+01                  0.215600E+01                  0.856566E+01                  0.720906E+01                  0.135660E+01                  0.183841E+01
                          2703                 -0.603030E+01                 -0.448130E+01                  0.243900E+01                  0.846930E+01                  0.692030E+01                  0.154900E+01                  0.176087E+01
                           332                 -0.626307E+01                 -0.525599E+01                  0.205200E+01                  0.831507E+01                  0.730799E+01                  0.100708E+01                  0.170432E+01
                           543                 -0.533212E+01                 -0.497632E+01                  0.219400E+01                  0.752612E+01                  0.717032E+01                  0.355800E+00                  0.686990E+00
                          2232                 -0.555107E+01                 -0.478137E+01                  0.229100E+01                  0.784207E+01                  0.707237E+01                  0.769700E+00                  0.175213E+01
                          6242                 -0.577737E+01                 -0.508957E+01                  0.213600E+01                  0.791337E+01                  0.722557E+01                  0.687800E+00                  0.189109E+01
                          2996                 -0.677996E+01                 -0.516416E+01                  0.209800E+01                  0.887796E+01                  0.726216E+01                  0.161580E+01                  0.170629E+01
                          6118                 -0.669134E+01                 -0.557904E+01                  0.188300E+01                  0.857434E+01                  0.746204E+01                  0.111230E+01                  0.174671E+01
                          2240                 -0.660940E+01                 -0.556390E+01                  0.189100E+01                  0.850040E+01                  0.745490E+01                  0.104550E+01                  0.162542E+01
                          2593                 -0.615364E+01                 -0.522684E+01                  0.206500E+01                  0.821864E+01                  0.729184E+01                  0.926800E+00                  0.147553E+01
                          6346                 -0.659867E+01                 -0.484547E+01                  0.225700E+01                  0.885567E+01                  0.710247E+01                  0.175320E+01                  0.213386E+01
                          3178                 -0.496979E+01                 -0.383679E+01                  0.274600E+01                  0.771579E+01                  0.658279E+01                  0.113300E+01                  0.160141E+01
                          1114                 -0.603270E+01                 -0.568120E+01                  0.182700E+01                  0.785970E+01                  0.750820E+01                  0.351500E+00                  0.681240E+00
                          2500                 -0.621189E+01                 -0.485059E+01                  0.225300E+01                  0.846489E+01                  0.710359E+01                  0.136130E+01                  0.185071E+01
                          3436                 -0.586414E+01                 -0.459394E+01                  0.238000E+01                  0.824414E+01                  0.697394E+01                  0.127020E+01                  0.160206E+01
                          7707                 -0.643945E+01                 -0.493665E+01                  0.221000E+01                  0.864945E+01                  0.714665E+01                  0.150280E+01                  0.187029E+01
                          8116                 -0.579840E+01                 -0.472460E+01                  0.231500E+01                  0.811340E+01                  0.703960E+01                  0.107380E+01                  0.169880E+01
                          7255                 -0.555317E+01                 -0.462887E+01                  0.236200E+01                  0.791517E+01                  0.699087E+01                  0.924300E+00                  0.101284E+01
                          1586                 -0.639615E+01                 -0.518708E+01                  0.208200E+01                  0.847815E+01                  0.726908E+01                  0.120907E+01                  0.195694E+01
                           171                 -0.653343E+01                 -0.558133E+01                  0.187700E+01                  0.841043E+01                  0.745833E+01                  0.952100E+00                  0.139393E+01
                          6552                 -0.640656E+01                 -0.577816E+01                  0.177000E+01                  0.817656E+01                  0.754816E+01                  0.628400E+00                  0.135392E+01
                          7923                 -0.626966E+01                 -0.568689E+01                  0.181900E+01                  0.808866E+01                  0.750589E+01                  0.582770E+00                  0.122943E+01
                          5454                 -0.641555E+01                 -0.536890E+01                  0.198600E+01                  0.840155E+01                  0.735490E+01                  0.104665E+01                  0.155473E+01
                           685                 -0.647019E+01                 -0.575449E+01                  0.178200E+01                  0.825219E+01                  0.753649E+01                  0.715700E+00                  0.186040E+01
                          1734                 -0.626619E+01                 -0.571002E+01                  0.180600E+01                  0.807219E+01                  0.751602E+01                  0.556170E+00                  0.166950E+01
                          3909                 -0.603746E+01                 -0.541726E+01                  0.196000E+01                  0.799746E+01                  0.737726E+01                  0.620200E+00                  0.126245E+01
                          7387                 -0.639873E+01                 -0.535722E+01                  0.199100E+01                  0.838973E+01                  0.734822E+01                  0.104151E+01                  0.180092E+01
                           473                 -0.664613E+01                 -0.579983E+01                  0.175600E+01                  0.840213E+01                  0.755583E+01                  0.846300E+00                  0.149276E+01
                          7567                 -0.601339E+01                 -0.590059E+01                  0.169900E+01                  0.771239E+01                  0.759959E+01                  0.112800E+00                  0.814780E+00
                          2815                 -0.629743E+01                 -0.462137E+01                  0.235800E+01                  0.865543E+01                  0.697937E+01                  0.167606E+01                  0.211959E+01
                          3096                 -0.603112E+01                 -0.541152E+01                  0.195800E+01                  0.798912E+01                  0.736952E+01                  0.619600E+00                  0.843610E+00
                          6100                 -0.486056E+01                 -0.394556E+01                  0.268400E+01                  0.754456E+01                  0.662956E+01                  0.915000E+00                  0.121112E+01
                          2202                 -0.664936E+01                 -0.597526E+01                  0.165600E+01                  0.830536E+01                  0.763126E+01                  0.674100E+00                  0.123096E+01
                          3906                 -0.596407E+01                 -0.507687E+01                  0.212800E+01                  0.809207E+01                  0.720487E+01                  0.887200E+00                  0.131681E+01
                          2122                 -0.594079E+01                 -0.422489E+01                  0.254900E+01                  0.848979E+01                  0.677389E+01                  0.171590E+01                  0.208135E+01
                          2511                 -0.621921E+01                 -0.573799E+01                  0.178300E+01                  0.800221E+01                  0.752099E+01                  0.481220E+00                  0.180814E+01
                          6414                 -0.595726E+01                 -0.444686E+01                  0.244000E+01                  0.839726E+01                  0.688686E+01                  0.151040E+01                  0.168178E+01
                          7228                 -0.596371E+01                 -0.502361E+01                  0.215300E+01                  0.811671E+01                  0.717661E+01                  0.940100E+00                  0.199817E+01
                          3247                 -0.612367E+01                 -0.430119E+01                  0.251100E+01                  0.863467E+01                  0.681219E+01                  0.182248E+01                  0.230255E+01
                          2855                 -0.513671E+01                 -0.378251E+01                  0.275800E+01                  0.789471E+01                  0.654051E+01                  0.135420E+01                  0.162839E+01
                          7000                 -0.611723E+01                 -0.554103E+01                  0.188600E+01                  0.800323E+01                  0.742703E+01                  0.576200E+00                  0.202160E+01
                          6266                 -0.565662E+01                 -0.437732E+01                  0.247200E+01                  0.812862E+01                  0.684932E+01                  0.127930E+01                  0.157484E+01
                           841                 -0.570205E+01                 -0.508825E+01                  0.211900E+01                  0.782105E+01                  0.720725E+01                  0.613800E+00                  0.124080E+01
                          2929                 -0.534715E+01                 -0.391215E+01                  0.269500E+01                  0.804215E+01                  0.660715E+01                  0.143500E+01                  0.163094E+01
                          2797                 -0.536727E+01                 -0.454817E+01                  0.238700E+01                  0.775427E+01                  0.693517E+01                  0.819100E+00                  0.946060E+00
                          6585                 -0.630985E+01                 -0.530360E+01                  0.200700E+01                  0.831685E+01                  0.731060E+01                  0.100625E+01                  0.124403E+01
                          2917                 -0.660359E+01                 -0.607889E+01                  0.159000E+01                  0.819359E+01                  0.766889E+01                  0.524700E+00                  0.107445E+01
                          2298                 -0.668982E+01                 -0.519212E+01                  0.206200E+01                  0.875182E+01                  0.725412E+01                  0.149770E+01                  0.184522E+01
                          3918                 -0.597776E+01                 -0.452736E+01                  0.239400E+01                  0.837176E+01                  0.692136E+01                  0.145040E+01                  0.204336E+01
                          3115                 -0.527550E+01                 -0.444450E+01                  0.243400E+01                  0.770950E+01                  0.687850E+01                  0.831000E+00                  0.165619E+01
                          2394                 -0.631093E+01                 -0.502704E+01                  0.214500E+01                  0.845593E+01                  0.717204E+01                  0.128389E+01                  0.214644E+01
                          3076                 -0.617331E+01                 -0.485121E+01                  0.223200E+01                  0.840531E+01                  0.708321E+01                  0.132210E+01                  0.192511E+01
                          5575                 -0.551491E+01                 -0.480531E+01                  0.225400E+01                  0.776891E+01                  0.705931E+01                  0.709600E+00                  0.110721E+01
                          7619                 -0.655917E+01                 -0.574007E+01                  0.177100E+01                  0.833017E+01                  0.751107E+01                  0.819100E+00                  0.162045E+01
                          6413                 -0.589722E+01                 -0.551792E+01                  0.188900E+01                  0.778622E+01                  0.740692E+01                  0.379300E+00                  0.814780E+00
                          5389                 -0.572959E+01                 -0.501669E+01                  0.214700E+01                  0.787659E+01                  0.716369E+01                  0.712900E+00                  0.137548E+01
                          1667                 -0.682062E+01                 -0.578322E+01                  0.174700E+01                  0.856762E+01                  0.753022E+01                  0.103740E+01                  0.143457E+01
                          6605                 -0.595435E+01                 -0.506495E+01                  0.212100E+01                  0.807535E+01                  0.718595E+01                  0.889400E+00                  0.122272E+01
                          2077                 -0.674367E+01                 -0.545457E+01                  0.192000E+01                  0.866367E+01                  0.737457E+01                  0.128910E+01                  0.179609E+01
                          7564                 -0.606747E+01                 -0.584357E+01                  0.171100E+01                  0.777847E+01                  0.755457E+01                  0.223900E+00                  0.779310E+00
                          6101                 -0.627994E+01                 -0.511354E+01                  0.209500E+01                  0.837494E+01                  0.720854E+01                  0.116640E+01                  0.141896E+01
                           404                 -0.639490E+01                 -0.514341E+01                  0.207900E+01                  0.847390E+01                  0.722241E+01                  0.125149E+01                  0.209132E+01
                          5472                 -0.616421E+01                 -0.525511E+01                  0.201900E+01                  0.818321E+01                  0.727411E+01                  0.909100E+00                  0.174147E+01
                          7711                 -0.576346E+01                 -0.501156E+01                  0.214200E+01                  0.790546E+01                  0.715356E+01                  0.751900E+00                  0.132077E+01
