                       trigger        Pbol64[0.001,20000]keV          Sbol[0.001,20000]keV                           Epk                           T90   Log(Pbol64[0.001,20000]keV)     Log(Sbol[0.001,20000]keV)                      Log(Epk)                      Log(T90)                    Log(P64ph)              Log(Eff_Trig_PF)                      Log(EPR)                      Log(EFR)                      Log(ETR)                      Log(FPR)                      Log(TPR)                      Log(TFR)                      Log(EPM)                      Log(EFM)                      Log(ETM)                      Log(FPM)                      Log(TPM)                      Log(TFM)
                          8079                  0.219463E-05                  0.261962E-05                  0.103276E+04                  0.228802E+01                 -0.565864E+01                 -0.558176E+01                  0.301400E+01                  0.359460E+00                  0.218500E+00                  0.145985E+00                  0.867264E+01                  0.859576E+01                  0.265454E+01                  0.768772E-01                  0.601810E+01                  0.594122E+01                 -0.264464E+01                 -0.256776E+01                  0.337346E+01                 -0.112404E+02                 -0.529918E+01                 -0.522230E+01
                          7133                  0.293974E-05                  0.191194E-05                  0.382825E+03                  0.107900E+01                 -0.553169E+01                 -0.571852E+01                  0.258300E+01                  0.330200E-01                  0.611300E+00                  0.473760E+00                  0.811469E+01                  0.830152E+01                  0.254998E+01                 -0.186834E+00                  0.556471E+01                  0.575154E+01                 -0.294869E+01                 -0.313552E+01                  0.261602E+01                 -0.112502E+02                 -0.549867E+01                 -0.568550E+01
                          2201                  0.155525E-05                  0.450185E-06                  0.485289E+03                  0.379997E+00                 -0.580820E+01                 -0.634661E+01                  0.268600E+01                 -0.420220E+00                  0.277200E+00                  0.140510E-01                  0.849420E+01                  0.903261E+01                  0.310622E+01                 -0.538409E+00                  0.538798E+01                  0.592639E+01                 -0.312220E+01                 -0.366061E+01                  0.226578E+01                 -0.121548E+02                 -0.622842E+01                 -0.676683E+01
                          8097                  0.108417E-05                  0.255822E-05                  0.134586E+04                  0.100200E+01                 -0.596490E+01                 -0.559206E+01                  0.312900E+01                  0.868000E-03                 -0.166300E+00                 -0.311606E+00                  0.909390E+01                  0.872106E+01                  0.312813E+01                  0.372843E+00                  0.596577E+01                  0.559293E+01                 -0.283590E+01                 -0.246306E+01                  0.312987E+01                 -0.115570E+02                 -0.596404E+01                 -0.559119E+01
                          1635                  0.117263E-05                  0.235538E-06                  0.278612E+03                  0.512000E+00                 -0.593084E+01                 -0.662794E+01                  0.244500E+01                 -0.290730E+00                  0.277800E+00                  0.532565E-01                  0.837584E+01                  0.907294E+01                  0.273573E+01                 -0.697101E+00                  0.564011E+01                  0.633721E+01                 -0.348584E+01                 -0.418294E+01                  0.215427E+01                 -0.125588E+02                 -0.622157E+01                 -0.691867E+01
                          6540                  0.169548E-05                  0.124756E-06                  0.348337E+03                  0.320000E-01                 -0.577071E+01                 -0.690394E+01                  0.254200E+01                 -0.149485E+01                  0.393800E+00                 -0.121769E+00                  0.831271E+01                  0.944594E+01                  0.403685E+01                 -0.113323E+01                  0.427586E+01                  0.540909E+01                 -0.322871E+01                 -0.436194E+01                  0.104715E+01                 -0.126746E+02                 -0.726556E+01                 -0.839879E+01
                          3215                  0.107665E-04                  0.198197E-05                  0.470977E+03                  0.640000E+00                 -0.496793E+01                 -0.570290E+01                  0.267300E+01                 -0.193820E+00                  0.112500E+01                  0.928293E+00                  0.764093E+01                  0.837590E+01                  0.286682E+01                 -0.734977E+00                  0.477411E+01                  0.550908E+01                 -0.229493E+01                 -0.302990E+01                  0.247918E+01                 -0.106708E+02                 -0.516175E+01                 -0.589672E+01
                          3477                  0.810620E-06                  0.671816E-06                  0.514044E+03                  0.146100E+01                 -0.609118E+01                 -0.617275E+01                  0.271100E+01                  0.164650E+00                 -0.204500E-01                 -0.128662E+00                  0.880218E+01                  0.888375E+01                  0.254635E+01                 -0.815674E-01                  0.625583E+01                  0.633740E+01                 -0.338018E+01                 -0.346175E+01                  0.287565E+01                 -0.122639E+02                 -0.592653E+01                 -0.600810E+01
                          6412                  0.106868E-05                  0.316015E-06                  0.467735E+03                  0.300802E+01                 -0.597115E+01                 -0.650029E+01                  0.267000E+01                  0.478280E+00                  0.123500E+00                  0.682272E-01                  0.864115E+01                  0.917029E+01                  0.219172E+01                 -0.529139E+00                  0.644943E+01                  0.697857E+01                 -0.330115E+01                 -0.383029E+01                  0.314828E+01                 -0.124714E+02                 -0.549287E+01                 -0.602201E+01
                          3359                  0.222741E-05                  0.802485E-06                  0.402717E+03                  0.344001E+00                 -0.565220E+01                 -0.609556E+01                  0.260500E+01                 -0.463440E+00                  0.478900E+00                  0.202679E+00                  0.825720E+01                  0.870056E+01                  0.306844E+01                 -0.443364E+00                  0.518876E+01                  0.563212E+01                 -0.304720E+01                 -0.349056E+01                  0.214156E+01                 -0.117478E+02                 -0.611564E+01                 -0.655900E+01
                          6341                  0.357602E-05                  0.495335E-05                  0.857038E+03                  0.191999E+01                 -0.544660E+01                 -0.530510E+01                  0.293300E+01                  0.283300E+00                  0.484600E+00                  0.399243E+00                  0.837960E+01                  0.823810E+01                  0.264970E+01                  0.141498E+00                  0.572990E+01                  0.558840E+01                 -0.251360E+01                 -0.237210E+01                  0.321630E+01                 -0.107517E+02                 -0.516330E+01                 -0.502180E+01
                          6427                  0.249269E-05                  0.114112E-05                  0.776247E+03                  0.294401E+01                 -0.560333E+01                 -0.594267E+01                  0.289000E+01                  0.468940E+00                  0.356000E+00                  0.299492E+00                  0.849333E+01                  0.883267E+01                  0.242106E+01                 -0.339337E+00                  0.607227E+01                  0.641161E+01                 -0.271333E+01                 -0.305267E+01                  0.335894E+01                 -0.115460E+02                 -0.513439E+01                 -0.547373E+01
                          6117                  0.152796E-05                  0.119532E-05                  0.558470E+03                  0.711001E+00                 -0.581589E+01                 -0.592252E+01                  0.274700E+01                 -0.148130E+00                  0.233300E+00                  0.492630E-01                  0.856289E+01                  0.866952E+01                  0.289513E+01                 -0.106629E+00                  0.566776E+01                  0.577439E+01                 -0.306889E+01                 -0.317552E+01                  0.259887E+01                 -0.117384E+02                 -0.596402E+01                 -0.607065E+01
                          2372                  0.913370E-06                  0.145940E-06                  0.389942E+03                  0.256000E+00                 -0.603935E+01                 -0.683583E+01                  0.259100E+01                 -0.591760E+00                  0.993400E-01                 -0.215641E+00                  0.863035E+01                  0.942683E+01                  0.318276E+01                 -0.796473E+00                  0.544759E+01                  0.624407E+01                 -0.344835E+01                 -0.424483E+01                  0.199924E+01                 -0.128752E+02                 -0.663111E+01                 -0.742759E+01
                          2583                  0.101676E-04                  0.275050E-05                  0.724436E+03                  0.256000E+00                 -0.499278E+01                 -0.556059E+01                  0.286000E+01                 -0.591760E+00                  0.985900E+00                  0.670919E+00                  0.785278E+01                  0.842059E+01                  0.345176E+01                 -0.567805E+00                  0.440102E+01                  0.496883E+01                 -0.213278E+01                 -0.270059E+01                  0.226824E+01                 -0.105534E+02                 -0.558454E+01                 -0.615235E+01
                          1659                  0.105828E-05                  0.604816E-06                  0.642688E+03                  0.767998E+00                 -0.597540E+01                 -0.621838E+01                  0.280800E+01                 -0.114640E+00                  0.362300E-01                 -0.138738E+00                  0.878340E+01                  0.902638E+01                  0.292264E+01                 -0.242977E+00                  0.586076E+01                  0.610374E+01                 -0.316740E+01                 -0.341038E+01                  0.269336E+01                 -0.121938E+02                 -0.609004E+01                 -0.633302E+01
                          7496                  0.605413E-06                  0.414847E-06                  0.387258E+03                  0.219700E+01                 -0.621795E+01                 -0.638211E+01                  0.258800E+01                  0.341830E+00                 -0.776400E-01                 -0.153002E+00                  0.880595E+01                  0.897011E+01                  0.224617E+01                 -0.164163E+00                  0.655978E+01                  0.672394E+01                 -0.362995E+01                 -0.379411E+01                  0.292983E+01                 -0.126001E+02                 -0.587612E+01                 -0.604028E+01
                          8120                  0.248816E-05                  0.407798E-05                  0.862979E+03                  0.140799E+01                 -0.560412E+01                 -0.538956E+01                  0.293600E+01                  0.148600E+00                  0.325100E+00                  0.213532E+00                  0.854012E+01                  0.832556E+01                  0.278740E+01                  0.214566E+00                  0.575272E+01                  0.553816E+01                 -0.266812E+01                 -0.245356E+01                  0.308460E+01                 -0.109937E+02                 -0.545552E+01                 -0.524096E+01
                           575                  0.234920E-05                  0.590602E-06                  0.293765E+03                  0.413000E+00                 -0.562908E+01                 -0.622870E+01                  0.246800E+01                 -0.384050E+00                  0.569100E+00                  0.316843E+00                  0.809708E+01                  0.869670E+01                  0.285205E+01                 -0.599624E+00                  0.524503E+01                  0.584465E+01                 -0.316108E+01                 -0.376070E+01                  0.208395E+01                 -0.118578E+02                 -0.601313E+01                 -0.661275E+01
                          4327                  0.701955E-05                  0.546669E-06                  0.325087E+03                  0.128000E+00                 -0.515369E+01                 -0.626228E+01                  0.251200E+01                 -0.892790E+00                  0.102600E+01                  0.625689E+00                  0.766569E+01                  0.877428E+01                  0.340479E+01                 -0.110858E+01                  0.426090E+01                  0.536949E+01                 -0.264169E+01                 -0.375028E+01                  0.161921E+01                 -0.114160E+02                 -0.604648E+01                 -0.715507E+01
                          6547                  0.127174E-05                  0.195491E-06                  0.586138E+03                  0.969996E-01                 -0.589560E+01                 -0.670887E+01                  0.276800E+01                 -0.101323E+01                  0.140800E+00                 -0.289386E+00                  0.866360E+01                  0.947687E+01                  0.378123E+01                 -0.813273E+00                  0.488237E+01                  0.569564E+01                 -0.312760E+01                 -0.394087E+01                  0.175477E+01                 -0.126045E+02                 -0.690883E+01                 -0.772210E+01
                          1112                  0.192328E-05                  0.245035E-05                  0.946237E+03                  0.441998E+00                 -0.571596E+01                 -0.561077E+01                  0.297600E+01                 -0.354580E+00                  0.186700E+00                 -0.567344E-01                  0.869196E+01                  0.858677E+01                  0.333058E+01                  0.105186E+00                  0.536138E+01                  0.525619E+01                 -0.273996E+01                 -0.263477E+01                  0.262142E+01                 -0.113267E+02                 -0.607054E+01                 -0.596535E+01
                          7455                  0.113916E-05                  0.199976E-06                  0.226986E+03                  0.212002E+01                 -0.594341E+01                 -0.669902E+01                  0.235600E+01                  0.326340E+00                  0.301700E+00                  0.223775E+00                  0.829941E+01                  0.905502E+01                  0.202966E+01                 -0.755608E+00                  0.626975E+01                  0.702536E+01                 -0.358741E+01                 -0.434302E+01                  0.268234E+01                 -0.126424E+02                 -0.561707E+01                 -0.637268E+01
                           555                  0.183101E-05                  0.978141E-06                  0.809096E+03                  0.415997E+01                 -0.573731E+01                 -0.600960E+01                  0.290800E+01                  0.619090E+00                  0.210300E+00                  0.171323E+00                  0.864531E+01                  0.891760E+01                  0.228891E+01                 -0.272290E+00                  0.635640E+01                  0.662869E+01                 -0.282931E+01                 -0.310160E+01                  0.352709E+01                 -0.117469E+02                 -0.511822E+01                 -0.539051E+01
                          2126                  0.259180E-05                  0.547061E-06                  0.358096E+03                  0.400996E+00                 -0.558640E+01                 -0.626196E+01                  0.255400E+01                 -0.396860E+00                  0.571900E+00                  0.315792E+00                  0.814040E+01                  0.881596E+01                  0.295086E+01                 -0.675565E+00                  0.518954E+01                  0.586510E+01                 -0.303240E+01                 -0.370796E+01                  0.215714E+01                 -0.118484E+02                 -0.598326E+01                 -0.665882E+01
                          7472                  0.390695E-05                  0.611764E-05                  0.102565E+04                  0.195799E+01                 -0.540816E+01                 -0.521342E+01                  0.301100E+01                  0.291810E+00                  0.471000E+00                  0.387148E+00                  0.841916E+01                  0.822442E+01                  0.271919E+01                  0.194746E+00                  0.569997E+01                  0.550523E+01                 -0.239716E+01                 -0.220242E+01                  0.330281E+01                 -0.106216E+02                 -0.511635E+01                 -0.492161E+01
                          2145                  0.813524E-06                  0.274046E-06                  0.489779E+03                  0.767998E+00                 -0.608963E+01                 -0.656218E+01                  0.269000E+01                 -0.114640E+00                 -0.656000E-02                 -0.181528E+00                  0.877963E+01                  0.925218E+01                  0.280464E+01                 -0.472546E+00                  0.597499E+01                  0.644754E+01                 -0.339963E+01                 -0.387218E+01                  0.257536E+01                 -0.126518E+02                 -0.620427E+01                 -0.667682E+01
                          2814                  0.226779E-05                  0.294613E-06                  0.555904E+03                  0.640000E-01                 -0.564440E+01                 -0.653075E+01                  0.274500E+01                 -0.119382E+01                  0.406000E+00                 -0.628024E-01                  0.838940E+01                  0.927575E+01                  0.393882E+01                 -0.886351E+00                  0.445058E+01                  0.533693E+01                 -0.289940E+01                 -0.378575E+01                  0.155118E+01                 -0.121751E+02                 -0.683822E+01                 -0.772457E+01
                           297                  0.305182E-05                  0.162090E-05                  0.696627E+03                  0.959997E+00                 -0.551544E+01                 -0.579025E+01                  0.284300E+01                 -0.177300E-01                  0.474100E+00                  0.324200E+00                  0.835844E+01                  0.863325E+01                  0.286073E+01                 -0.274804E+00                  0.549771E+01                  0.577252E+01                 -0.267244E+01                 -0.294725E+01                  0.282527E+01                 -0.113057E+02                 -0.553317E+01                 -0.580798E+01
                          1359                  0.252027E-05                  0.104923E-05                  0.952796E+03                  0.258000E+00                 -0.559855E+01                 -0.597913E+01                  0.297900E+01                 -0.588380E+00                  0.302100E+00                 -0.118672E-01                  0.857755E+01                  0.895813E+01                  0.356738E+01                 -0.380576E+00                  0.501017E+01                  0.539075E+01                 -0.261955E+01                 -0.300013E+01                  0.239062E+01                 -0.115777E+02                 -0.618693E+01                 -0.656751E+01
                           207                  0.350512E-05                  0.643597E-06                  0.928966E+03                  0.850002E-01                 -0.545530E+01                 -0.619139E+01                  0.296800E+01                 -0.107058E+01                  0.452700E+00                  0.940975E-02                  0.842330E+01                  0.915939E+01                  0.403858E+01                 -0.736089E+00                  0.438472E+01                  0.512081E+01                 -0.248730E+01                 -0.322339E+01                  0.189742E+01                 -0.116467E+02                 -0.652588E+01                 -0.726197E+01
                          7366                  0.847653E-05                  0.173174E-05                  0.778037E+03                  0.990011E-01                 -0.507178E+01                 -0.576152E+01                  0.289100E+01                 -0.100436E+01                  0.886900E+00                  0.458808E+00                  0.796278E+01                  0.865252E+01                  0.389536E+01                 -0.689734E+00                  0.406742E+01                  0.475716E+01                 -0.218078E+01                 -0.287052E+01                  0.188664E+01                 -0.108333E+02                 -0.607614E+01                 -0.676588E+01
                          7102                  0.199438E-05                  0.542489E-06                  0.453942E+03                  0.398997E+00                 -0.570019E+01                 -0.626561E+01                  0.265700E+01                 -0.399030E+00                  0.401900E+00                  0.145139E+00                  0.835719E+01                  0.892261E+01                  0.305603E+01                 -0.565417E+00                  0.530116E+01                  0.586658E+01                 -0.304319E+01                 -0.360861E+01                  0.225797E+01                 -0.119658E+02                 -0.609922E+01                 -0.666464E+01
                          3278                  0.116961E-05                  0.258399E-05                  0.130617E+04                  0.140799E+01                 -0.593196E+01                 -0.558771E+01                  0.311600E+01                  0.148600E+00                 -0.124400E+00                 -0.235968E+00                  0.904796E+01                  0.870371E+01                  0.296740E+01                  0.344250E+00                  0.608056E+01                  0.573631E+01                 -0.281596E+01                 -0.247171E+01                  0.326460E+01                 -0.115197E+02                 -0.578336E+01                 -0.543911E+01
                          3510                  0.109192E-05                  0.139656E-06                  0.267917E+03                  0.265999E+00                 -0.596181E+01                 -0.685494E+01                  0.242800E+01                 -0.575120E+00                  0.254300E+00                 -0.556849E-01                  0.838981E+01                  0.928294E+01                  0.300312E+01                 -0.893130E+00                  0.538669E+01                  0.627982E+01                 -0.353381E+01                 -0.442694E+01                  0.185288E+01                 -0.128168E+02                 -0.653693E+01                 -0.743006E+01
                          2614                  0.122412E-04                  0.448089E-05                  0.851138E+03                  0.295999E+00                 -0.491218E+01                 -0.534864E+01                  0.293000E+01                 -0.528710E+00                  0.102100E+01                  0.725014E+00                  0.784218E+01                  0.827864E+01                  0.345871E+01                 -0.436459E+00                  0.438347E+01                  0.481993E+01                 -0.198218E+01                 -0.241864E+01                  0.240129E+01                 -0.102608E+02                 -0.544089E+01                 -0.587735E+01
                          5529                  0.296966E-05                  0.884667E-06                  0.365595E+03                  0.101501E+01                 -0.552729E+01                 -0.605322E+01                  0.256300E+01                  0.647000E-02                  0.626300E+00                  0.482363E+00                  0.809029E+01                  0.861622E+01                  0.255653E+01                 -0.525927E+00                  0.553376E+01                  0.605969E+01                 -0.296429E+01                 -0.349022E+01                  0.256947E+01                 -0.115805E+02                 -0.552082E+01                 -0.604675E+01
                          2103                  0.144398E-05                  0.808649E-06                  0.623735E+03                  0.102400E+01                 -0.584044E+01                 -0.609224E+01                  0.279500E+01                  0.103000E-01                  0.179300E+00                  0.362954E-01                  0.863544E+01                  0.888724E+01                  0.278470E+01                 -0.251803E+00                  0.585074E+01                  0.610254E+01                 -0.304544E+01                 -0.329724E+01                  0.280530E+01                 -0.119327E+02                 -0.583014E+01                 -0.608194E+01
                          2693                  0.726133E-06                  0.129322E-06                  0.262422E+03                  0.188001E+00                 -0.613898E+01                 -0.688833E+01                  0.241900E+01                 -0.725840E+00                  0.809900E-01                 -0.273449E+00                  0.855798E+01                  0.930733E+01                  0.314484E+01                 -0.749344E+00                  0.541314E+01                  0.616249E+01                 -0.371998E+01                 -0.446933E+01                  0.169316E+01                 -0.130273E+02                 -0.686482E+01                 -0.761417E+01
                          2353                  0.966733E-06                  0.572506E-06                  0.365595E+03                  0.100800E+01                 -0.601469E+01                 -0.624222E+01                  0.256300E+01                  0.346000E-02                  0.138900E+00                 -0.577171E-02                  0.857769E+01                  0.880522E+01                  0.255954E+01                 -0.227527E+00                  0.601815E+01                  0.624568E+01                 -0.345169E+01                 -0.367922E+01                  0.256646E+01                 -0.122569E+02                 -0.601123E+01                 -0.623876E+01
                          2615                  0.208248E-05                  0.264834E-06                  0.688652E+03                  0.280001E-01                 -0.568142E+01                 -0.657703E+01                  0.283800E+01                 -0.155284E+01                  0.311300E+00                 -0.210872E+00                  0.851942E+01                  0.941503E+01                  0.439084E+01                 -0.895608E+00                  0.412858E+01                  0.502419E+01                 -0.284342E+01                 -0.373903E+01                  0.128516E+01                 -0.122584E+02                 -0.723426E+01                 -0.812987E+01
                          6301                  0.150957E-05                  0.194099E-05                  0.668344E+03                  0.959997E+00                 -0.582115E+01                 -0.571198E+01                  0.282500E+01                 -0.177300E-01                  0.179800E+00                  0.299001E-01                  0.864615E+01                  0.853698E+01                  0.284273E+01                  0.109170E+00                  0.580342E+01                  0.569425E+01                 -0.299615E+01                 -0.288698E+01                  0.280727E+01                 -0.115331E+02                 -0.583888E+01                 -0.572971E+01
                          7979                  0.130483E-05                  0.268169E-05                  0.128529E+04                  0.266803E+01                 -0.588445E+01                 -0.557159E+01                  0.310900E+01                  0.426190E+00                 -0.720700E-01                 -0.134491E+00                  0.899345E+01                  0.868059E+01                  0.268281E+01                  0.312853E+00                  0.631064E+01                  0.599778E+01                 -0.277545E+01                 -0.246259E+01                  0.353519E+01                 -0.114560E+02                 -0.545826E+01                 -0.514540E+01
                          3282                  0.231474E-05                  0.221838E-06                  0.419759E+03                  0.779992E-01                 -0.563550E+01                 -0.665396E+01                  0.262300E+01                 -0.110791E+01                  0.485700E+00                  0.342941E-01                  0.825850E+01                  0.927696E+01                  0.373091E+01                 -0.101847E+01                  0.452759E+01                  0.554605E+01                 -0.301250E+01                 -0.403096E+01                  0.151509E+01                 -0.122895E+02                 -0.674341E+01                 -0.776187E+01
                          8089                  0.489305E-05                  0.989223E-06                  0.765597E+03                  0.123001E+00                 -0.531042E+01                 -0.600471E+01                  0.288400E+01                 -0.910090E+00                  0.652800E+00                  0.248013E+00                  0.819442E+01                  0.888871E+01                  0.379409E+01                 -0.694286E+00                  0.440033E+01                  0.509462E+01                 -0.242642E+01                 -0.312071E+01                  0.197391E+01                 -0.113151E+02                 -0.622051E+01                 -0.691480E+01
                          6591                  0.146159E-05                  0.859121E-06                  0.430527E+03                  0.773001E+00                 -0.583517E+01                 -0.606595E+01                  0.263400E+01                 -0.111820E+00                  0.279900E+00                  0.105687E+00                  0.846917E+01                  0.869995E+01                  0.274582E+01                 -0.230772E+00                  0.572335E+01                  0.595413E+01                 -0.320117E+01                 -0.343195E+01                  0.252218E+01                 -0.119011E+02                 -0.594699E+01                 -0.617777E+01
                          6462                  0.286604E-05                  0.826057E-06                  0.826038E+03                  0.256000E+00                 -0.554272E+01                 -0.608299E+01                  0.291700E+01                 -0.591760E+00                  0.399000E+00                  0.840192E-01                  0.845972E+01                  0.899999E+01                  0.350876E+01                 -0.540272E+00                  0.495096E+01                  0.549123E+01                 -0.262572E+01                 -0.316599E+01                  0.232524E+01                 -0.116257E+02                 -0.613448E+01                 -0.667475E+01
                          3737                  0.494693E-05                  0.145318E-05                  0.712853E+03                  0.320000E+00                 -0.530566E+01                 -0.583768E+01                  0.285300E+01                 -0.494850E+00                  0.677500E+00                  0.391764E+00                  0.815866E+01                  0.869068E+01                  0.334785E+01                 -0.532015E+00                  0.481081E+01                  0.534283E+01                 -0.245266E+01                 -0.298468E+01                  0.235815E+01                 -0.111433E+02                 -0.580051E+01                 -0.633253E+01
                          2163                  0.105525E-05                  0.653694E-06                  0.598412E+03                  0.391003E+00                 -0.597664E+01                 -0.618463E+01                  0.277700E+01                 -0.407820E+00                  0.542300E-01                 -0.205179E+00                  0.875364E+01                  0.896163E+01                  0.318482E+01                 -0.207982E+00                  0.556882E+01                  0.577681E+01                 -0.319964E+01                 -0.340763E+01                  0.236918E+01                 -0.121613E+02                 -0.638446E+01                 -0.659245E+01
                          7375                  0.478060E-05                  0.964199E-06                  0.410204E+03                  0.311000E+00                 -0.532052E+01                 -0.601583E+01                  0.261300E+01                 -0.507240E+00                  0.806200E+00                  0.516711E+00                  0.793352E+01                  0.862883E+01                  0.312024E+01                 -0.695316E+00                  0.481328E+01                  0.550859E+01                 -0.270752E+01                 -0.340283E+01                  0.210576E+01                 -0.113364E+02                 -0.582776E+01                 -0.652307E+01
                          6385                  0.147867E-05                  0.317475E-06                  0.286418E+03                  0.896004E+00                 -0.583013E+01                 -0.649829E+01                  0.245700E+01                 -0.476900E-01                  0.373100E+00                  0.215648E+00                  0.828713E+01                  0.895529E+01                  0.250469E+01                 -0.668160E+00                  0.578244E+01                  0.645060E+01                 -0.337313E+01                 -0.404129E+01                  0.240931E+01                 -0.123284E+02                 -0.587782E+01                 -0.654598E+01
                          2828                  0.995291E-06                  0.527095E-06                  0.562341E+03                  0.581005E+00                 -0.600205E+01                 -0.627811E+01                  0.275000E+01                 -0.235820E+00                  0.453200E-01                 -0.163305E+00                  0.875205E+01                  0.902811E+01                  0.298582E+01                 -0.276061E+00                  0.576623E+01                  0.604229E+01                 -0.325205E+01                 -0.352811E+01                  0.251418E+01                 -0.122802E+02                 -0.623787E+01                 -0.651393E+01
                          5607                  0.577888E-05                  0.418838E-05                  0.657658E+03                  0.108800E+01                 -0.523816E+01                 -0.537795E+01                  0.281800E+01                  0.366300E-01                  0.767200E+00                  0.630517E+00                  0.805616E+01                  0.819595E+01                  0.278137E+01                 -0.139797E+00                  0.527479E+01                  0.541458E+01                 -0.242016E+01                 -0.255995E+01                  0.285463E+01                 -0.106161E+02                 -0.520153E+01                 -0.534132E+01
                          6486                  0.508738E-05                  0.594766E-06                  0.371535E+03                  0.749998E-01                 -0.529351E+01                 -0.622565E+01                  0.257000E+01                 -0.112494E+01                  0.856400E+00                  0.401403E+00                  0.786351E+01                  0.879565E+01                  0.369494E+01                 -0.932149E+00                  0.416857E+01                  0.510071E+01                 -0.272351E+01                 -0.365565E+01                  0.144506E+01                 -0.115192E+02                 -0.641845E+01                 -0.735059E+01
                          5740                  0.162721E-05                  0.911119E-06                  0.810961E+03                  0.114599E+01                 -0.578856E+01                 -0.604042E+01                  0.290900E+01                  0.591800E-01                  0.158400E+00                  0.270088E-01                  0.869756E+01                  0.894942E+01                  0.284982E+01                 -0.251870E+00                  0.584774E+01                  0.609960E+01                 -0.287956E+01                 -0.313142E+01                  0.296818E+01                 -0.118290E+02                 -0.572938E+01                 -0.598124E+01
                          6284                  0.790827E-06                  0.115278E-06                  0.287740E+03                  0.207998E+00                 -0.610192E+01                 -0.693825E+01                  0.245900E+01                 -0.681940E+00                  0.100400E+00                 -0.241312E+00                  0.856092E+01                  0.939725E+01                  0.314094E+01                 -0.836337E+00                  0.541998E+01                  0.625631E+01                 -0.364292E+01                 -0.447925E+01                  0.177706E+01                 -0.130402E+02                 -0.678386E+01                 -0.762019E+01
                          1453                  0.944471E-05                  0.170147E-05                  0.458142E+03                  0.191999E+00                 -0.502481E+01                 -0.576918E+01                  0.266100E+01                 -0.716700E+00                  0.107500E+01                  0.723192E+00                  0.768581E+01                  0.843018E+01                  0.337770E+01                 -0.744366E+00                  0.430811E+01                  0.505248E+01                 -0.236381E+01                 -0.310818E+01                  0.194430E+01                 -0.107940E+02                 -0.574151E+01                 -0.648588E+01
                          3335                  0.893312E-06                  0.107594E-05                  0.877001E+03                  0.125401E+01                 -0.604900E+01                 -0.596821E+01                  0.294300E+01                  0.983000E-01                 -0.124400E+00                 -0.246888E+00                  0.899200E+01                  0.891121E+01                  0.284470E+01                  0.807837E-01                  0.614730E+01                  0.606651E+01                 -0.310600E+01                 -0.302521E+01                  0.304130E+01                 -0.120172E+02                 -0.595070E+01                 -0.586991E+01
                           551                  0.513231E-05                  0.149732E-05                  0.587489E+03                  0.250000E+00                 -0.528969E+01                 -0.582469E+01                  0.276900E+01                 -0.602060E+00                  0.746100E+00                  0.428035E+00                  0.805869E+01                  0.859369E+01                  0.337106E+01                 -0.534999E+00                  0.468763E+01                  0.522263E+01                 -0.252069E+01                 -0.305569E+01                  0.216694E+01                 -0.111144E+02                 -0.589175E+01                 -0.642675E+01
                          1741                  0.286007E-05                  0.439289E-06                  0.540754E+03                  0.578003E+00                 -0.554362E+01                 -0.635725E+01                  0.273300E+01                 -0.238070E+00                  0.514000E+00                  0.304729E+00                  0.827662E+01                  0.909025E+01                  0.297107E+01                 -0.813626E+00                  0.530555E+01                  0.611918E+01                 -0.281062E+01                 -0.362425E+01                  0.249493E+01                 -0.119009E+02                 -0.578169E+01                 -0.659532E+01
                          3173                  0.179899E-04                  0.465224E-05                  0.897429E+03                  0.207998E+00                 -0.474497E+01                 -0.533234E+01                  0.295300E+01                 -0.681940E+00                  0.117300E+01                  0.831288E+00                  0.769797E+01                  0.828534E+01                  0.363494E+01                 -0.587366E+00                  0.406303E+01                  0.465040E+01                 -0.179197E+01                 -0.237934E+01                  0.227106E+01                 -0.100773E+02                 -0.542691E+01                 -0.601428E+01
                          1461                  0.253195E-05                  0.645274E-06                  0.125603E+04                  0.460999E+00                 -0.559655E+01                 -0.619026E+01                  0.309900E+01                 -0.336300E+00                  0.222700E+00                 -0.152911E-01                  0.869555E+01                  0.928926E+01                  0.343530E+01                 -0.593710E+00                  0.526025E+01                  0.585396E+01                 -0.249755E+01                 -0.309126E+01                  0.276270E+01                 -0.117868E+02                 -0.593285E+01                 -0.652656E+01
                          2049                  0.291789E-05                  0.560021E-06                  0.701455E+03                  0.128000E+00                 -0.553493E+01                 -0.625180E+01                  0.284600E+01                 -0.892790E+00                  0.452700E+00                  0.523886E-01                  0.838093E+01                  0.909780E+01                  0.373879E+01                 -0.716865E+00                  0.464214E+01                  0.535901E+01                 -0.268893E+01                 -0.340580E+01                  0.195321E+01                 -0.117867E+02                 -0.642772E+01                 -0.714459E+01
                          6237                  0.114398E-05                  0.231605E-06                  0.236592E+03                  0.640000E+00                 -0.594158E+01                 -0.663525E+01                  0.237400E+01                 -0.193820E+00                  0.296700E+00                  0.999931E-01                  0.831558E+01                  0.900925E+01                  0.256782E+01                 -0.693671E+00                  0.574776E+01                  0.644143E+01                 -0.356758E+01                 -0.426125E+01                  0.218018E+01                 -0.125768E+02                 -0.613540E+01                 -0.682907E+01
